 M0, M1, M2, M3, M4, M5, M6, M7, I0, I1, I2, I3, I4, I5, I6, I7, Q0, Q1, Q2, Q3, Q4, Q5, Q6, Q7, T0, T1, T2, T3, T4, T5, T6, T7, C0, C1, C2, C3, C4, C5, C6, C7
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
0.25,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
